timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747737349156,655,HTTP Request,200,OK,Thread Group 25 1-5,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,655,0,5
1747737349158,653,HTTP Request,200,OK,Thread Group 25 1-10,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,653,0,1
1747737349159,686,HTTP Request,200,OK,Thread Group 25 1-14,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,686,0,1
1747737349157,688,HTTP Request,200,OK,Thread Group 25 1-7,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,688,0,2
1747737349156,689,HTTP Request,200,OK,Thread Group 25 1-8,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,689,0,4
1747737349160,686,HTTP Request,200,OK,Thread Group 25 1-9,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,686,0,1
1747737349160,685,HTTP Request,200,OK,Thread Group 25 1-16,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,685,0,0
1747737349160,686,HTTP Request,200,OK,Thread Group 25 1-13,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,686,0,1
1747737349156,689,HTTP Request,200,OK,Thread Group 25 1-1,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,689,0,4
1747737349156,689,HTTP Request,200,OK,Thread Group 25 1-2,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,689,0,3
1747737349156,690,HTTP Request,200,OK,Thread Group 25 1-3,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,690,0,5
1747737349156,690,HTTP Request,200,OK,Thread Group 25 1-4,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,690,0,5
1747737349162,684,HTTP Request,200,OK,Thread Group 25 1-11,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,684,0,0
1747737349161,685,HTTP Request,200,OK,Thread Group 25 1-12,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,685,0,0
1747737349161,685,HTTP Request,200,OK,Thread Group 25 1-6,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,685,0,1
1747737349162,684,HTTP Request,200,OK,Thread Group 25 1-15,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,684,0,0
1747737349163,683,HTTP Request,200,OK,Thread Group 25 1-18,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,683,0,1
1747737349163,683,HTTP Request,200,OK,Thread Group 25 1-17,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,683,0,1
1747737349163,683,HTTP Request,200,OK,Thread Group 25 1-20,text,true,,231,161,25,25,http://localhost:8080/?token=495383897&user=-2104963756&config=2,683,0,1
