timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747737405316,692,HTTP Request,200,OK,Thread Group 30 1-5,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,692,0,3
1747737405319,725,HTTP Request,200,OK,Thread Group 30 1-1,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,725,0,0
1747737405319,725,HTTP Request,200,OK,Thread Group 30 1-8,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,725,0,0
1747737405317,727,HTTP Request,200,OK,Thread Group 30 1-2,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,727,0,1
1747737405321,723,HTTP Request,200,OK,Thread Group 30 1-12,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,723,0,0
1747737405315,729,HTTP Request,200,OK,Thread Group 30 1-4,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,729,0,2
1747737405317,727,HTTP Request,200,OK,Thread Group 30 1-3,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,727,0,1
1747737405320,724,HTTP Request,200,OK,Thread Group 30 1-10,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,724,0,1
1747737405320,724,HTTP Request,200,OK,Thread Group 30 1-13,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,724,0,1
1747737405321,723,HTTP Request,200,OK,Thread Group 30 1-26,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,723,0,0
1747737405323,721,HTTP Request,200,OK,Thread Group 30 1-16,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,721,0,0
1747737405322,722,HTTP Request,200,OK,Thread Group 30 1-11,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,722,0,1
1747737405321,723,HTTP Request,200,OK,Thread Group 30 1-7,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,723,0,1
1747737405323,721,HTTP Request,200,OK,Thread Group 30 1-9,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,721,0,1
1747737405323,721,HTTP Request,200,OK,Thread Group 30 1-14,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,721,0,0
1747737405322,722,HTTP Request,200,OK,Thread Group 30 1-15,text,true,,231,161,30,30,http://localhost:8080/?token=495383897&user=-2104963756&config=2,722,0,2
