timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747733766827,768,HTTP Request,200,OK,Thread Group 1 1-1,text,true,,231,161,3,3,http://localhost:8080/?token=495383897&user=-2104963756&config=1,768,0,3
1747733767182,818,HTTP Request,200,OK,Thread Group 1 1-2,text,true,,231,161,4,4,http://localhost:8080/?token=495383897&user=-2104963756&config=1,818,0,0
1747733767538,797,HTTP Request,200,OK,Thread Group 1 1-3,text,true,,231,161,5,5,http://localhost:8080/?token=495383897&user=-2104963756&config=1,797,0,0
1747733767895,861,HTTP Request,200,OK,Thread Group 1 1-4,text,false,"The operation lasted too long: It took 861 milliseconds, but should not have lasted longer than 850 milliseconds.",231,161,6,6,http://localhost:8080/?token=495383897&user=-2104963756&config=1,861,0,0
1747733768256,799,HTTP Request,200,OK,Thread Group 1 1-5,text,true,,231,161,7,7,http://localhost:8080/?token=495383897&user=-2104963756&config=1,799,0,1
1747733768324,756,HTTP Request,200,OK,Thread Group 1 1-1,text,true,,231,161,7,7,http://localhost:8080/?token=495383897&user=-2104963756&config=1,756,0,0
1747733768615,800,HTTP Request,200,OK,Thread Group 1 1-6,text,true,,231,161,8,8,http://localhost:8080/?token=495383897&user=-2104963756&config=1,800,0,2
1747733768682,733,HTTP Request,200,OK,Thread Group 1 1-2,text,true,,231,161,8,8,http://localhost:8080/?token=495383897&user=-2104963756&config=1,733,0,0
1747733768974,755,HTTP Request,200,OK,Thread Group 1 1-7,text,true,,231,161,9,9,http://localhost:8080/?token=495383897&user=-2104963756&config=1,755,0,1
1747733769037,734,HTTP Request,200,OK,Thread Group 1 1-3,text,true,,231,161,9,9,http://localhost:8080/?token=495383897&user=-2104963756&config=1,734,0,0
1747733769331,833,HTTP Request,200,OK,Thread Group 1 1-8,text,true,,231,161,10,10,http://localhost:8080/?token=495383897&user=-2104963756&config=1,833,0,0
1747733769396,768,HTTP Request,200,OK,Thread Group 1 1-4,text,true,,231,161,10,10,http://localhost:8080/?token=495383897&user=-2104963756&config=1,768,0,0
1747733769688,757,HTTP Request,200,OK,Thread Group 1 1-9,text,true,,231,161,11,11,http://localhost:8080/?token=495383897&user=-2104963756&config=1,757,0,1
1747733769755,741,HTTP Request,200,OK,Thread Group 1 1-5,text,true,,231,161,11,11,http://localhost:8080/?token=495383897&user=-2104963756&config=1,741,0,0
1747733769824,747,HTTP Request,200,OK,Thread Group 1 1-1,text,true,,231,161,11,11,http://localhost:8080/?token=495383897&user=-2104963756&config=1,747,0,0
1747733770114,734,HTTP Request,200,OK,Thread Group 1 1-6,text,true,,231,161,12,12,http://localhost:8080/?token=495383897&user=-2104963756&config=1,734,0,0
1747733770044,867,HTTP Request,200,OK,Thread Group 1 1-10,text,false,"The operation lasted too long: It took 867 milliseconds, but should not have lasted longer than 850 milliseconds.",231,161,12,12,http://localhost:8080/?token=495383897&user=-2104963756&config=1,867,0,0
1747733770181,791,HTTP Request,200,OK,Thread Group 1 1-2,text,true,,231,161,12,12,http://localhost:8080/?token=495383897&user=-2104963756&config=1,791,0,0
1747733770473,790,HTTP Request,200,OK,Thread Group 1 1-7,text,true,,231,161,13,13,http://localhost:8080/?token=495383897&user=-2104963756&config=1,790,0,0
1747733770402,861,HTTP Request,200,OK,Thread Group 1 1-11,text,false,"The operation lasted too long: It took 861 milliseconds, but should not have lasted longer than 850 milliseconds.",231,161,13,13,http://localhost:8080/?token=495383897&user=-2104963756&config=1,861,0,0
1747733770537,760,HTTP Request,200,OK,Thread Group 1 1-3,text,true,,231,161,13,13,http://localhost:8080/?token=495383897&user=-2104963756&config=1,760,0,0
