timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747734378062,363,HTTP Request,200,OK,Thread Group 3 1-1,text,true,,231,161,2,2,http://localhost:8080/?token=495383897&user=-2104963756&config=3,363,0,1
1747734378419,407,HTTP Request,200,OK,Thread Group 3 1-2,text,true,,231,161,3,3,http://localhost:8080/?token=495383897&user=-2104963756&config=3,407,0,1
1747734378775,414,HTTP Request,200,OK,Thread Group 3 1-3,text,true,,231,161,4,4,http://localhost:8080/?token=495383897&user=-2104963756&config=3,414,0,0
1747734379131,397,HTTP Request,200,OK,Thread Group 3 1-4,text,true,,231,161,5,5,http://localhost:8080/?token=495383897&user=-2104963756&config=3,397,0,0
1747734379562,326,HTTP Request,200,OK,Thread Group 3 1-1,text,true,,231,161,6,6,http://localhost:8080/?token=495383897&user=-2104963756&config=3,326,0,0
1747734379488,400,HTTP Request,200,OK,Thread Group 3 1-5,text,true,,231,161,6,6,http://localhost:8080/?token=495383897&user=-2104963756&config=3,400,0,1
1747734379846,370,HTTP Request,200,OK,Thread Group 3 1-6,text,true,,231,161,7,7,http://localhost:8080/?token=495383897&user=-2104963756&config=3,370,0,0
1747734379917,364,HTTP Request,200,OK,Thread Group 3 1-2,text,true,,231,161,7,7,http://localhost:8080/?token=495383897&user=-2104963756&config=3,364,0,0
1747734380203,417,HTTP Request,200,OK,Thread Group 3 1-7,text,true,,231,161,8,8,http://localhost:8080/?token=495383897&user=-2104963756&config=3,417,0,0
1747734380275,369,HTTP Request,200,OK,Thread Group 3 1-3,text,true,,231,161,8,8,http://localhost:8080/?token=495383897&user=-2104963756&config=3,369,0,0
1747734380631,326,HTTP Request,200,OK,Thread Group 3 1-4,text,true,,231,161,9,9,http://localhost:8080/?token=495383897&user=-2104963756&config=3,326,0,0
1747734380560,449,HTTP Request,200,OK,Thread Group 3 1-8,text,true,,231,161,9,9,http://localhost:8080/?token=495383897&user=-2104963756&config=3,449,0,1
1747734380916,408,HTTP Request,200,OK,Thread Group 3 1-9,text,true,,231,161,10,10,http://localhost:8080/?token=495383897&user=-2104963756&config=3,408,0,1
1747734380988,336,HTTP Request,200,OK,Thread Group 3 1-5,text,true,,231,161,10,10,http://localhost:8080/?token=495383897&user=-2104963756&config=3,336,0,0
1747734381061,371,HTTP Request,200,OK,Thread Group 3 1-1,text,true,,231,161,10,10,http://localhost:8080/?token=495383897&user=-2104963756&config=3,371,0,0
1747734381345,351,HTTP Request,200,OK,Thread Group 3 1-6,text,true,,231,161,11,11,http://localhost:8080/?token=495383897&user=-2104963756&config=3,351,0,0
1747734381273,423,HTTP Request,200,OK,Thread Group 3 1-10,text,true,,231,161,11,11,http://localhost:8080/?token=495383897&user=-2104963756&config=3,423,0,1
1747734381417,367,HTTP Request,200,OK,Thread Group 3 1-2,text,true,,231,161,11,11,http://localhost:8080/?token=495383897&user=-2104963756&config=3,367,0,0
1747734381702,350,HTTP Request,200,OK,Thread Group 3 1-7,text,true,,231,161,12,12,http://localhost:8080/?token=495383897&user=-2104963756&config=3,350,0,0
1747734381629,423,HTTP Request,200,OK,Thread Group 3 1-11,text,true,,231,161,12,12,http://localhost:8080/?token=495383897&user=-2104963756&config=3,423,0,1
1747734381774,362,HTTP Request,200,OK,Thread Group 3 1-3,text,true,,231,161,12,12,http://localhost:8080/?token=495383897&user=-2104963756&config=3,362,0,0
1747734382060,367,HTTP Request,200,OK,Thread Group 3 1-8,text,true,,231,161,13,13,http://localhost:8080/?token=495383897&user=-2104963756&config=3,367,0,0
1747734381986,441,HTTP Request,200,OK,Thread Group 3 1-12,text,true,,231,161,13,13,http://localhost:8080/?token=495383897&user=-2104963756&config=3,441,0,1
1747734382131,365,HTTP Request,200,OK,Thread Group 3 1-4,text,true,,231,161,13,13,http://localhost:8080/?token=495383897&user=-2104963756&config=3,365,0,0
1747734382345,495,HTTP Request,200,OK,Thread Group 3 1-13,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,495,0,1
1747734382417,423,HTTP Request,200,OK,Thread Group 3 1-9,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,423,0,0
1747734382488,352,HTTP Request,200,OK,Thread Group 3 1-5,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,352,0,0
1747734382562,353,HTTP Request,200,OK,Thread Group 3 1-1,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,353,0,0
1747734382772,365,HTTP Request,200,OK,Thread Group 3 1-10,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,365,0,0
1747734382846,363,HTTP Request,200,OK,Thread Group 3 1-6,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,363,0,0
1747734382702,507,HTTP Request,200,OK,Thread Group 3 1-14,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,507,0,0
1747734382918,375,HTTP Request,200,OK,Thread Group 3 1-2,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,375,0,0
1747734383130,381,HTTP Request,200,OK,Thread Group 3 1-11,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,381,0,0
1747734383202,377,HTTP Request,200,OK,Thread Group 3 1-7,text,true,,231,161,14,14,http://localhost:8080/?token=495383897&user=-2104963756&config=3,377,0,0
