timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1747734095313,578,HTTP Request,200,OK,Thread Group 2 1-1,text,true,,231,161,2,2,http://localhost:8080/?token=495383897&user=-2104963756&config=2,578,0,2
1747734095671,635,HTTP Request,200,OK,Thread Group 2 1-2,text,true,,231,161,3,3,http://localhost:8080/?token=495383897&user=-2104963756&config=2,635,0,1
1747734096027,664,HTTP Request,200,OK,Thread Group 2 1-3,text,true,,231,161,4,4,http://localhost:8080/?token=495383897&user=-2104963756&config=2,664,0,0
1747734096385,594,HTTP Request,200,OK,Thread Group 2 1-4,text,true,,231,161,5,5,http://localhost:8080/?token=495383897&user=-2104963756&config=2,594,0,1
1747734096812,553,HTTP Request,200,OK,Thread Group 2 1-1,text,true,,231,161,6,6,http://localhost:8080/?token=495383897&user=-2104963756&config=2,553,0,0
1747734096742,623,HTTP Request,200,OK,Thread Group 2 1-5,text,true,,231,161,6,6,http://localhost:8080/?token=495383897&user=-2104963756&config=2,623,0,1
1747734097098,546,HTTP Request,200,OK,Thread Group 2 1-6,text,true,,231,161,7,7,http://localhost:8080/?token=495383897&user=-2104963756&config=2,546,0,0
1747734097170,547,HTTP Request,200,OK,Thread Group 2 1-2,text,true,,231,161,7,7,http://localhost:8080/?token=495383897&user=-2104963756&config=2,547,0,0
1747734097454,604,HTTP Request,200,OK,Thread Group 2 1-7,text,true,,231,161,8,8,http://localhost:8080/?token=495383897&user=-2104963756&config=2,604,0,1
1747734097527,531,HTTP Request,200,OK,Thread Group 2 1-3,text,true,,231,161,8,8,http://localhost:8080/?token=495383897&user=-2104963756&config=2,531,0,0
1747734097814,580,HTTP Request,200,OK,Thread Group 2 1-8,text,true,,231,161,9,9,http://localhost:8080/?token=495383897&user=-2104963756&config=2,580,0,1
